Frequenzen /MHz, Realteil V/Pa,Imagteil / (V/Pa) , Var (k=1) real / (V/Pa)^2, var k=1 imag / (V/Pa)^2, korrelation / (V/Pa)^2, Amplitude |M| / dB re 1V/Pa, Amplitude M / (V/Pa) , uns (k=1) / V/Pa, phase arg(M) / rad, uns k=1 /rad, korrelation [-1...1] 
3.200000e+00, 3.544150e-08, 3.738327e-10, 8.362430e-19, 3.754784e-19, 2.358625e-20, -1.490093e+02, 3.544347e-08, 9.147072e-10, 1.054749e-02, 1.727818e-02, 3.342129e-02 
3.300000e+00, 3.550397e-08, 6.613865e-10, 8.224609e-19, 3.290687e-19, 5.491399e-20, -1.489930e+02, 3.551013e-08, 9.079289e-10, 1.862637e-02, 1.610834e-02, 8.797238e-02 
3.400000e+00, 3.559108e-08, 8.344209e-10, 7.814200e-19, 2.859801e-19, 4.605390e-20, -1.489708e+02, 3.560086e-08, 8.850458e-10, 2.344037e-02, 1.497168e-02, 7.291035e-02 
3.500000e+00, 3.574945e-08, 7.639315e-10, 7.605162e-19, 3.066786e-19, 3.960460e-20, -1.489326e+02, 3.575761e-08, 8.729266e-10, 2.136579e-02, 1.544968e-02, 6.194972e-02 
3.600000e+00, 3.552289e-08, 3.852855e-10, 7.423514e-19, 2.381314e-19, 5.234810e-20, -1.489893e+02, 3.552498e-08, 8.622224e-10, 1.084569e-02, 1.370538e-02, 1.116422e-01 
3.700000e+00, 3.551593e-08, 5.731732e-10, 7.226254e-19, 2.145418e-19, 5.484783e-20, -1.489904e+02, 3.552055e-08, 8.510364e-10, 1.613708e-02, 1.299010e-02, 1.187266e-01 
3.800000e+00, 3.566850e-08, 5.662318e-10, 6.989329e-19, 2.062707e-19, 4.815253e-20, -1.489532e+02, 3.567299e-08, 8.368615e-10, 1.587351e-02, 1.268808e-02, 1.064183e-01 
3.900000e+00, 3.584161e-08, 3.582603e-10, 6.838540e-19, 2.035519e-19, 4.465527e-20, -1.489118e+02, 3.584340e-08, 8.274652e-10, 9.995320e-03, 1.256104e-02, 1.069545e-01 
4.000000e+00, 3.560999e-08, 7.708576e-11, 6.682174e-19, 1.887053e-19, 5.385088e-20, -1.489685e+02, 3.561007e-08, 8.175869e-10, 2.164719e-03, 1.219139e-02, 1.487906e-01 
4.100000e+00, 3.562255e-08, 8.772504e-11, 6.532779e-19, 1.660883e-19, 6.117129e-20, -1.489655e+02, 3.562266e-08, 8.084406e-10, 2.462622e-03, 1.143017e-02, 1.821850e-01 
4.200000e+00, 3.534911e-08, 1.816635e-11, 6.392173e-19, 1.415624e-19, 5.333094e-20, -1.490324e+02, 3.534911e-08, 7.995449e-10, 5.139125e-04, 1.064171e-02, 1.764649e-01 
4.300000e+00, 3.529883e-08, 1.168680e-10, 6.254248e-19, 1.355830e-19, 5.144102e-20, -1.490447e+02, 3.529902e-08, 7.910500e-10, 3.310806e-03, 1.041843e-02, 1.712452e-01 
4.400000e+00, 3.529028e-08, 2.079776e-11, 6.257876e-19, 1.320318e-19, 5.451748e-20, -1.490469e+02, 3.529029e-08, 7.911079e-10, 5.893339e-04, 1.029387e-02, 1.886869e-01 
4.500000e+00, 3.513933e-08, -2.395770e-11, 6.244308e-19, 1.332585e-19, 5.278049e-20, -1.490841e+02, 3.513934e-08, 7.901637e-10, -6.817915e-04, 1.039134e-02, 1.840932e-01 
4.600000e+00, 3.511489e-08, -1.452790e-10, 6.220656e-19, 1.205793e-19, 3.990543e-20, -1.490901e+02, 3.511519e-08, 7.884966e-10, -4.137224e-03, 9.902631e-03, 1.531033e-01 
4.700000e+00, 3.486736e-08, 6.094550e-12, 5.852257e-19, 1.315291e-19, 5.527970e-20, -1.491516e+02, 3.486736e-08, 7.650131e-10, 1.747924e-04, 1.040064e-02, 1.989731e-01 
4.800000e+00, 3.487346e-08, 9.790774e-11, 5.823234e-19, 1.317463e-19, 6.748634e-20, -1.491501e+02, 3.487360e-08, 7.633471e-10, 2.807507e-03, 1.039329e-02, 2.393423e-01 
4.900000e+00, 3.474586e-08, 1.962355e-10, 5.741336e-19, 1.034246e-19, 6.422305e-20, -1.491818e+02, 3.474641e-08, 7.581847e-10, 5.647678e-03, 9.223702e-03, 2.533451e-01 
5.000000e+00, 3.486098e-08, 3.065035e-10, 5.809173e-19, 1.052706e-19, 7.517456e-20, -1.491529e+02, 3.486233e-08, 7.630218e-10, 8.791939e-03, 9.249754e-03, 2.884831e-01 
